NO,Species,degree.bud,status,chilling,photoperiod,group,Growth.form,Deciduousness,shade.tolerance
1097,Lindera glauca,1535.6,1,C2,P10,C2/P10,Shrub,Deciduous,light
1098,Lindera glauca,1404.4,1,C1,P10,C1/P10,Shrub,Deciduous,light
1099,Lindera glauca,1404.4,1,C1,P10,C1/P10,Shrub,Deciduous,light
1100,Lindera glauca,595.9,2,C3,P10,C3/P10,Shrub,Deciduous,light
1101,Lindera glauca,1404.4,1,C1,P12,C1/P12,Shrub,Deciduous,light
1102,Lindera glauca,1535.6,1,C2,P10,C2/P10,Shrub,Deciduous,light
1103,Lindera glauca,1470.9,1,C3,P14,C3/P14,Shrub,Deciduous,light
1104,Lindera glauca,1745.9,1,C3,P14,C3/P14,Shrub,Deciduous,light
1105,Lindera glauca,1404.4,1,C1,P10,C1/P10,Shrub,Deciduous,light
1106,Lindera glauca,1404.4,1,C1,P12,C1/P12,Shrub,Deciduous,light
1107,Lindera glauca,645.9,2,C3,P14,C3/P14,Shrub,Deciduous,light
1108,Lindera glauca,1745.9,1,C3,P10,C3/P10,Shrub,Deciduous,light
1109,Lindera glauca,1745.9,1,C3,P10,C3/P10,Shrub,Deciduous,light
1110,Lindera glauca,1745.9,1,C3,P10,C3/P10,Shrub,Deciduous,light
1111,Lindera glauca,1035.6,2,C2,P10,C2/P10,Shrub,Deciduous,light
1112,Lindera glauca,1535.6,1,C2,P10,C2/P10,Shrub,Deciduous,light
1113,Lindera glauca,1535.6,1,C2,P10,C2/P10,Shrub,Deciduous,light
1114,Lindera glauca,1745.9,1,C3,P14,C3/P14,Shrub,Deciduous,light
1115,Lindera glauca,1470.9,1,C3,P14,C3/P14,Shrub,Deciduous,light
1116,Lindera glauca,1720.9,1,C3,P12,C3/P12,Shrub,Deciduous,light
1117,Lindera glauca,1195.9,1,C3,P12,C3/P12,Shrub,Deciduous,light
1118,Lindera glauca,1720.9,1,C3,P12,C3/P12,Shrub,Deciduous,light
1119,Lindera glauca,1404.4,1,C1,P10,C1/P10,Shrub,Deciduous,light
1120,Lindera glauca,860.6,1,C2,P12,C2/P12,Shrub,Deciduous,light
1121,Lindera glauca,1285.6,1,C2,P12,C2/P12,Shrub,Deciduous,light
1122,Lindera glauca,985.6,1,C2,P12,C2/P12,Shrub,Deciduous,light
1123,Lindera glauca,985.6,1,C2,P14,C2/P14,Shrub,Deciduous,light
1124,Lindera glauca,1535.6,1,C2,P14,C2/P14,Shrub,Deciduous,light
1125,Lindera glauca,1535.6,1,C2,P14,C2/P14,Shrub,Deciduous,light
1126,Lindera glauca,1535.6,1,C2,P14,C2/P14,Shrub,Deciduous,light
1127,Lindera glauca,1535.6,1,C2,P14,C2/P14,Shrub,Deciduous,light
1128,Lindera glauca,1535.6,1,C2,P10,C2/P10,Shrub,Deciduous,light
1129,Raphiolepis indica,1535.6,1,C2,P14,C2/P14,Shrub,Evergreen,shade
1130,Raphiolepis indica,529.4,2,C1,P10,C1/P10,Shrub,Evergreen,shade
1131,Raphiolepis indica,354.4,2,C1,P12,C1/P12,Shrub,Evergreen,shade
1132,Raphiolepis indica,1745.9,1,C3,P14,C3/P14,Shrub,Evergreen,shade
1133,Raphiolepis indica,645.9,2,C3,P12,C3/P12,Shrub,Evergreen,shade
1134,Raphiolepis indica,704.4,2,C1,P10,C1/P10,Shrub,Evergreen,shade
1135,Raphiolepis indica,1295.9,2,C3,P10,C3/P10,Shrub,Evergreen,shade
1136,Raphiolepis indica,685.6,1,C2,P10,C2/P10,Shrub,Evergreen,shade
1137,Raphiolepis indica,1535.6,1,C2,P10,C2/P10,Shrub,Evergreen,shade
1138,Raphiolepis indica,229.4,2,C1,P14,C1/P14,Shrub,Evergreen,shade
1139,Raphiolepis indica,695.9,2,C3,P10,C3/P10,Shrub,Evergreen,shade
1140,Raphiolepis indica,1404.4,1,C1,P12,C1/P12,Shrub,Evergreen,shade
1141,Raphiolepis indica,1354.4,2,C1,P14,C1/P14,Shrub,Evergreen,shade
1142,Raphiolepis indica,845.9,2,C3,P12,C3/P12,Shrub,Evergreen,shade
1143,Raphiolepis indica,360.6,2,C2,P10,C2/P10,Shrub,Evergreen,shade
1144,Raphiolepis indica,1404.4,1,C1,P12,C1/P12,Shrub,Evergreen,shade
1145,Raphiolepis indica,535.6,2,C2,P10,C2/P10,Shrub,Evergreen,shade
1146,Raphiolepis indica,535.6,2,C2,P12,C2/P12,Shrub,Evergreen,shade
1147,Raphiolepis indica,1354.4,2,C1,P14,C1/P14,Shrub,Evergreen,shade
1148,Raphiolepis indica,435.6,2,C2,P12,C2/P12,Shrub,Evergreen,shade
1149,Raphiolepis indica,595.9,2,C3,P10,C3/P10,Shrub,Evergreen,shade
1150,Raphiolepis indica,1535.6,1,C2,P10,C2/P10,Shrub,Evergreen,shade
1151,Raphiolepis indica,404.4,2,C1,P10,C1/P10,Shrub,Evergreen,shade
1152,Raphiolepis indica,1745.9,1,C3,P14,C3/P14,Shrub,Evergreen,shade
1153,Raphiolepis indica,595.9,2,C3,P14,C3/P14,Shrub,Evergreen,shade
1154,Raphiolepis indica,695.9,2,C3,P10,C3/P10,Shrub,Evergreen,shade
1155,Raphiolepis indica,579.4,2,C1,P12,C1/P12,Shrub,Evergreen,shade
1156,Raphiolepis indica,535.6,2,C2,P12,C2/P12,Shrub,Evergreen,shade
1157,Raphiolepis indica,535.6,2,C2,P12,C2/P12,Shrub,Evergreen,shade
1158,Raphiolepis indica,520.9,2,C3,P14,C3/P14,Shrub,Evergreen,shade
1159,Raphiolepis indica,1404.4,1,C1,P10,C1/P10,Shrub,Evergreen,shade
1160,Raphiolepis indica,360.6,2,C2,P14,C2/P14,Shrub,Evergreen,shade
1161,Raphiolepis indica,1535.6,1,C2,P12,C2/P12,Shrub,Evergreen,shade
1162,Raphiolepis indica,279.4,2,C1,P10,C1/P10,Shrub,Evergreen,shade
1163,Raphiolepis indica,1745.9,1,C3,P10,C3/P10,Shrub,Evergreen,shade
1164,Raphiolepis indica,1535.6,1,C2,P12,C2/P12,Shrub,Evergreen,shade
1165,Raphiolepis indica,435.6,2,C2,P14,C2/P14,Shrub,Evergreen,shade
1166,Raphiolepis indica,229.4,2,C1,P12,C1/P12,Shrub,Evergreen,shade
1167,Raphiolepis indica,279.4,2,C1,P14,C1/P14,Shrub,Evergreen,shade
1168,Raphiolepis indica,645.9,2,C3,P12,C3/P12,Shrub,Evergreen,shade
1169,Raphiolepis indica,360.6,2,C2,P10,C2/P10,Shrub,Evergreen,shade
1170,Raphiolepis indica,279.4,2,C1,P10,C1/P10,Shrub,Evergreen,shade
1171,Raphiolepis indica,585.6,2,C2,P14,C2/P14,Shrub,Evergreen,shade
1172,Raphiolepis indica,870.9,1,C3,P12,C3/P12,Shrub,Evergreen,shade
1173,Raphiolepis indica,1720.9,1,C3,P12,C3/P12,Shrub,Evergreen,shade
1174,Raphiolepis indica,1745.9,1,C3,P14,C3/P14,Shrub,Evergreen,shade
1175,Raphiolepis indica,1720.9,1,C3,P12,C3/P12,Shrub,Evergreen,shade
1176,Raphiolepis indica,1745.9,1,C3,P10,C3/P10,Shrub,Evergreen,shade
1177,Raphiolepis indica,595.9,2,C3,P14,C3/P14,Shrub,Evergreen,shade
1178,Raphiolepis indica,635.6,2,C2,P14,C2/P14,Shrub,Evergreen,shade
1179,Raphiolepis indica,435.6,2,C2,P14,C2/P14,Shrub,Evergreen,shade
1180,Raphiolepis indica,1404.4,1,C1,P14,C1/P14,Shrub,Evergreen,shade
1181,Raphiolepis indica,279.4,2,C1,P12,C1/P12,Shrub,Evergreen,shade
1182,Raphiolepis indica,279.4,2,C1,P14,C1/P14,Shrub,Evergreen,shade
1183,Elaeocarpus japonicus,1235.6,1,C2,P10,C2/P10,Tree,Evergreen,shade
1184,Elaeocarpus japonicus,360.6,2,C2,P10,C2/P10,Tree,Evergreen,shade
1185,Elaeocarpus japonicus,645.9,2,C3,P10,C3/P10,Tree,Evergreen,shade
1186,Elaeocarpus japonicus,360.6,2,C2,P10,C2/P10,Tree,Evergreen,shade
1187,Elaeocarpus japonicus,360.6,2,C2,P14,C2/P14,Tree,Evergreen,shade
1188,Elaeocarpus japonicus,1535.6,1,C2,P14,C2/P14,Tree,Evergreen,shade
1189,Elaeocarpus japonicus,535.6,2,C2,P10,C2/P10,Tree,Evergreen,shade
1190,Elaeocarpus japonicus,435.6,2,C2,P14,C2/P14,Tree,Evergreen,shade
1191,Elaeocarpus japonicus,645.9,1,C3,P14,C3/P14,Tree,Evergreen,shade
1192,Elaeocarpus japonicus,595.9,2,C3,P12,C3/P12,Tree,Evergreen,shade
1193,Elaeocarpus japonicus,695.9,1,C3,P14,C3/P14,Tree,Evergreen,shade
1194,Elaeocarpus japonicus,695.9,2,C3,P10,C3/P10,Tree,Evergreen,shade
1195,Elaeocarpus japonicus,370.9,1,C3,P10,C3/P10,Tree,Evergreen,shade
1196,Elaeocarpus japonicus,645.9,2,C3,P14,C3/P14,Tree,Evergreen,shade
1197,Elaeocarpus japonicus,754.4,2,C1,P12,C1/P12,Tree,Evergreen,shade
1198,Elaeocarpus japonicus,529.4,2,C1,P10,C1/P10,Tree,Evergreen,shade
1199,Elaeocarpus japonicus,945.9,2,C3,P10,C3/P10,Tree,Evergreen,shade
1200,Elaeocarpus japonicus,645.9,2,C3,P12,C3/P12,Tree,Evergreen,shade
1201,Elaeocarpus japonicus,985.6,1,C2,P12,C2/P12,Tree,Evergreen,shade
1202,Elaeocarpus japonicus,579.4,2,C1,P14,C1/P14,Tree,Evergreen,shade
1203,Elaeocarpus japonicus,770.9,2,C3,P14,C3/P14,Tree,Evergreen,shade
1204,Elaeocarpus japonicus,595.9,2,C3,P10,C3/P10,Tree,Evergreen,shade
1205,Elaeocarpus japonicus,704.4,2,C1,P10,C1/P10,Tree,Evergreen,shade
1206,Elaeocarpus japonicus,704.4,2,C1,P10,C1/P10,Tree,Evergreen,shade
1207,Elaeocarpus japonicus,635.6,2,C2,P14,C2/P14,Tree,Evergreen,shade
1208,Elaeocarpus japonicus,1129.4,1,C1,P10,C1/P10,Tree,Evergreen,shade
1209,Elaeocarpus japonicus,479.4,2,C1,P12,C1/P12,Tree,Evergreen,shade
1210,Elaeocarpus japonicus,435.6,2,C2,P14,C2/P14,Tree,Evergreen,shade
1211,Elaeocarpus japonicus,585.6,2,C2,P14,C2/P14,Tree,Evergreen,shade
1212,Elaeocarpus japonicus,479.4,1,C1,P10,C1/P10,Tree,Evergreen,shade
1213,Elaeocarpus japonicus,635.6,2,C2,P12,C2/P12,Tree,Evergreen,shade
1214,Elaeocarpus japonicus,645.9,2,C3,P14,C3/P14,Tree,Evergreen,shade
1215,Elaeocarpus japonicus,760.6,2,C2,P12,C2/P12,Tree,Evergreen,shade
1216,Elaeocarpus japonicus,629.4,2,C1,P14,C1/P14,Tree,Evergreen,shade
1217,Elaeocarpus japonicus,770.9,2,C3,P10,C3/P10,Tree,Evergreen,shade
1218,Elaeocarpus japonicus,229.4,2,C1,P14,C1/P14,Tree,Evergreen,shade
1219,Elaeocarpus japonicus,1404.4,1,C1,P10,C1/P10,Tree,Evergreen,shade
1220,Elaeocarpus japonicus,820.9,1,C3,P12,C3/P12,Tree,Evergreen,shade
1221,Elaeocarpus japonicus,995.9,2,C3,P12,C3/P12,Tree,Evergreen,shade
1222,Elaeocarpus japonicus,354.4,2,C1,P12,C1/P12,Tree,Evergreen,shade
1223,Elaeocarpus japonicus,404.4,2,C1,P14,C1/P14,Tree,Evergreen,shade
1224,Elaeocarpus japonicus,1404.4,2,C1,P12,C1/P12,Tree,Evergreen,shade
1225,Elaeocarpus japonicus,1020.9,1,C3,P12,C3/P12,Tree,Evergreen,shade
1226,Elaeocarpus japonicus,435.6,2,C2,P10,C2/P10,Tree,Evergreen,shade
1227,Elaeocarpus japonicus,595.9,2,C3,P12,C3/P12,Tree,Evergreen,shade
1228,Elaeocarpus japonicus,1404.4,1,C1,P12,C1/P12,Tree,Evergreen,shade
1229,Elaeocarpus japonicus,804.4,2,C1,P12,C1/P12,Tree,Evergreen,shade
1230,Elaeocarpus japonicus,1404.4,1,C1,P14,C1/P14,Tree,Evergreen,shade
1231,Elaeocarpus japonicus,529.4,2,C1,P14,C1/P14,Tree,Evergreen,shade
1232,Elaeocarpus japonicus,985.6,2,C2,P12,C2/P12,Tree,Evergreen,shade
1233,Elaeocarpus japonicus,535.6,2,C2,P12,C2/P12,Tree,Evergreen,shade
1234,Elaeocarpus japonicus,695.9,1,C3,P14,C3/P14,Tree,Evergreen,shade
1235,Elaeocarpus japonicus,535.6,2,C2,P12,C2/P12,Tree,Evergreen,shade
1236,Elaeocarpus japonicus,585.6,2,C2,P10,C2/P10,Tree,Evergreen,shade
1237,Castanopsis eyrei,1535.6,1,C2,P14,C2/P14,Tree,Evergreen,shade
1238,Castanopsis eyrei,1404.4,1,C1,P10,C1/P10,Tree,Evergreen,shade
1239,Castanopsis eyrei,1535.6,1,C2,P14,C2/P14,Tree,Evergreen,shade
1240,Castanopsis eyrei,1535.6,1,C2,P10,C2/P10,Tree,Evergreen,shade
1241,Castanopsis eyrei,1535.6,1,C2,P10,C2/P10,Tree,Evergreen,shade
1242,Castanopsis eyrei,1404.4,1,C1,P14,C1/P14,Tree,Evergreen,shade
1243,Castanopsis eyrei,985.6,1,C2,P12,C2/P12,Tree,Evergreen,shade
1244,Castanopsis eyrei,1535.6,1,C2,P10,C2/P10,Tree,Evergreen,shade
1245,Castanopsis eyrei,585.6,2,C2,P14,C2/P14,Tree,Evergreen,shade
1246,Castanopsis eyrei,1404.4,1,C1,P12,C1/P12,Tree,Evergreen,shade
1247,Castanopsis eyrei,1404.4,1,C1,P12,C1/P12,Tree,Evergreen,shade
1248,Castanopsis eyrei,810.6,1,C2,P12,C2/P12,Tree,Evergreen,shade
1249,Castanopsis eyrei,910.6,1,C2,P12,C2/P12,Tree,Evergreen,shade
1250,Castanopsis eyrei,1720.9,1,C3,P12,C3/P12,Tree,Evergreen,shade
1251,Castanopsis eyrei,1404.4,1,C1,P14,C1/P14,Tree,Evergreen,shade
1252,Castanopsis eyrei,1285.6,1,C2,P12,C2/P12,Tree,Evergreen,shade
1253,Castanopsis eyrei,895.9,1,C3,P10,C3/P10,Tree,Evergreen,shade
1254,Castanopsis eyrei,635.6,2,C2,P14,C2/P14,Tree,Evergreen,shade
1255,Castanopsis eyrei,370.9,2,C3,P12,C3/P12,Tree,Evergreen,shade
1256,Castanopsis eyrei,895.9,2,C3,P10,C3/P10,Tree,Evergreen,shade
1257,Castanopsis eyrei,929.4,1,C1,P10,C1/P10,Tree,Evergreen,shade
1258,Castanopsis eyrei,1535.6,1,C2,P14,C2/P14,Tree,Evergreen,shade
1259,Castanopsis eyrei,1045.9,2,C3,P14,C3/P14,Tree,Evergreen,shade
1260,Castanopsis eyrei,1535.6,1,C2,P14,C2/P14,Tree,Evergreen,shade
1261,Castanopsis eyrei,1535.6,1,C2,P12,C2/P12,Tree,Evergreen,shade
1262,Castanopsis eyrei,595.9,2,C3,P12,C3/P12,Tree,Evergreen,shade
1263,Castanopsis eyrei,829.4,1,C1,P10,C1/P10,Tree,Evergreen,shade
1264,Castanopsis eyrei,1404.4,1,C1,P12,C1/P12,Tree,Evergreen,shade
1265,Castanopsis eyrei,704.4,1,C1,P14,C1/P14,Tree,Evergreen,shade
1266,Castanopsis eyrei,1404.4,1,C1,P10,C1/P10,Tree,Evergreen,shade
1267,Castanopsis eyrei,1295.9,2,C3,P10,C3/P10,Tree,Evergreen,shade
1268,Castanopsis eyrei,520.9,2,C3,P12,C3/P12,Tree,Evergreen,shade
1269,Castanopsis eyrei,1404.4,1,C1,P12,C1/P12,Tree,Evergreen,shade
1270,Castanopsis eyrei,520.9,2,C3,P12,C3/P12,Tree,Evergreen,shade
1271,Castanopsis eyrei,1404.4,1,C1,P12,C1/P12,Tree,Evergreen,shade
1272,Castanopsis eyrei,354.4,2,C1,P14,C1/P14,Tree,Evergreen,shade
1273,Castanopsis eyrei,995.9,2,C3,P14,C3/P14,Tree,Evergreen,shade
1274,Castanopsis eyrei,1404.4,1,C1,P12,C1/P12,Tree,Evergreen,shade
1275,Castanopsis eyrei,695.9,2,C3,P12,C3/P12,Tree,Evergreen,shade
1276,Castanopsis eyrei,829.4,1,C1,P14,C1/P14,Tree,Evergreen,shade
1277,Castanopsis eyrei,1535.6,1,C2,P10,C2/P10,Tree,Evergreen,shade
1278,Castanopsis eyrei,535.6,2,C2,P10,C2/P10,Tree,Evergreen,shade
1279,Castanopsis eyrei,829.4,2,C1,P10,C1/P10,Tree,Evergreen,shade
1280,Castanopsis eyrei,1570.9,1,C3,P14,C3/P14,Tree,Evergreen,shade
1281,Castanopsis eyrei,1535.6,1,C2,P12,C2/P12,Tree,Evergreen,shade
1282,Castanopsis eyrei,529.4,2,C1,P10,C1/P10,Tree,Evergreen,shade
1283,Castanopsis eyrei,370.9,1,C3,P10,C3/P10,Tree,Evergreen,shade
1284,Castanopsis eyrei,1745.9,1,C3,P14,C3/P14,Tree,Evergreen,shade
1285,Castanopsis eyrei,354.4,2,C1,P14,C1/P14,Tree,Evergreen,shade
1286,Castanopsis eyrei,845.9,1,C3,P10,C3/P10,Tree,Evergreen,shade
1287,Castanopsis eyrei,1470.9,2,C3,P14,C3/P14,Tree,Evergreen,shade
1288,Castanopsis eyrei,760.6,2,C2,P10,C2/P10,Tree,Evergreen,shade
1289,Castanopsis eyrei,945.9,2,C3,P14,C3/P14,Tree,Evergreen,shade
1290,Castanopsis eyrei,1745.9,1,C3,P10,C3/P10,Tree,Evergreen,shade
1291,Quercus phillyraeoides,1404.4,1,C1,P10,C1/P10,Shrub,Evergreen,light
1292,Quercus phillyraeoides,404.4,2,C1,P12,C1/P12,Shrub,Evergreen,light
1293,Quercus phillyraeoides,829.4,1,C1,P10,C1/P10,Shrub,Evergreen,light
1294,Quercus phillyraeoides,535.6,2,C2,P14,C2/P14,Shrub,Evergreen,light
1295,Quercus phillyraeoides,479.4,2,C1,P12,C1/P12,Shrub,Evergreen,light
1296,Quercus phillyraeoides,985.6,1,C2,P14,C2/P14,Shrub,Evergreen,light
1297,Quercus phillyraeoides,1470.9,2,C3,P10,C3/P10,Shrub,Evergreen,light
1298,Quercus phillyraeoides,829.4,1,C1,P10,C1/P10,Shrub,Evergreen,light
1299,Quercus phillyraeoides,929.4,1,C1,P10,C1/P10,Shrub,Evergreen,light
1300,Quercus phillyraeoides,829.4,1,C1,P10,C1/P10,Shrub,Evergreen,light
1301,Quercus phillyraeoides,535.6,2,C2,P14,C2/P14,Shrub,Evergreen,light
1302,Quercus phillyraeoides,404.4,2,C1,P12,C1/P12,Shrub,Evergreen,light
1303,Quercus phillyraeoides,1720.9,1,C3,P12,C3/P12,Shrub,Evergreen,light
1304,Quercus phillyraeoides,1404.4,1,C1,P14,C1/P14,Shrub,Evergreen,light
1305,Quercus phillyraeoides,1745.9,1,C3,P14,C3/P14,Shrub,Evergreen,light
1306,Quercus phillyraeoides,1404.4,1,C1,P14,C1/P14,Shrub,Evergreen,light
1307,Quercus phillyraeoides,645.9,2,C3,P10,C3/P10,Shrub,Evergreen,light
1308,Quercus phillyraeoides,1745.9,1,C3,P14,C3/P14,Shrub,Evergreen,light
1309,Quercus phillyraeoides,704.4,1,C1,P12,C1/P12,Shrub,Evergreen,light
1310,Quercus phillyraeoides,985.6,1,C2,P12,C2/P12,Shrub,Evergreen,light
1311,Quercus phillyraeoides,579.4,2,C1,P12,C1/P12,Shrub,Evergreen,light
1312,Quercus phillyraeoides,279.4,2,C1,P14,C1/P14,Shrub,Evergreen,light
1313,Quercus phillyraeoides,1235.6,1,C2,P12,C2/P12,Shrub,Evergreen,light
1314,Quercus phillyraeoides,435.6,2,C2,P14,C2/P14,Shrub,Evergreen,light
1315,Quercus phillyraeoides,1235.6,1,C2,P10,C2/P10,Shrub,Evergreen,light
1316,Quercus phillyraeoides,1745.9,1,C3,P14,C3/P14,Shrub,Evergreen,light
1317,Quercus phillyraeoides,529.4,2,C1,P14,C1/P14,Shrub,Evergreen,light
1318,Quercus phillyraeoides,535.6,2,C2,P10,C2/P10,Shrub,Evergreen,light
1319,Quercus phillyraeoides,1404.4,1,C1,P12,C1/P12,Shrub,Evergreen,light
1320,Quercus phillyraeoides,995.9,1,C3,P14,C3/P14,Shrub,Evergreen,light
1321,Quercus phillyraeoides,535.6,2,C2,P12,C2/P12,Shrub,Evergreen,light
1322,Quercus phillyraeoides,1535.6,1,C2,P12,C2/P12,Shrub,Evergreen,light
1323,Quercus phillyraeoides,1745.9,1,C3,P10,C3/P10,Shrub,Evergreen,light
1324,Quercus phillyraeoides,1045.9,1,C3,P10,C3/P10,Shrub,Evergreen,light
1325,Quercus phillyraeoides,1745.9,1,C3,P10,C3/P10,Shrub,Evergreen,light
1326,Quercus phillyraeoides,985.6,1,C2,P14,C2/P14,Shrub,Evergreen,light
1327,Quercus phillyraeoides,645.9,2,C3,P12,C3/P12,Shrub,Evergreen,light
1328,Quercus phillyraeoides,1535.6,1,C2,P10,C2/P10,Shrub,Evergreen,light
1329,Quercus phillyraeoides,360.6,2,C2,P10,C2/P10,Shrub,Evergreen,light
1330,Quercus phillyraeoides,645.9,2,C3,P14,C3/P14,Shrub,Evergreen,light
1331,Quercus phillyraeoides,535.6,2,C2,P14,C2/P14,Shrub,Evergreen,light
1332,Quercus phillyraeoides,1085.6,1,C2,P12,C2/P12,Shrub,Evergreen,light
1333,Quercus phillyraeoides,585.6,1,C2,P10,C2/P10,Shrub,Evergreen,light
1334,Quercus phillyraeoides,595.9,2,C3,P12,C3/P12,Shrub,Evergreen,light
1335,Quercus phillyraeoides,704.4,2,C1,P10,C1/P10,Shrub,Evergreen,light
1336,Quercus phillyraeoides,435.6,2,C2,P12,C2/P12,Shrub,Evergreen,light
1337,Quercus phillyraeoides,1295.9,2,C3,P14,C3/P14,Shrub,Evergreen,light
1338,Quercus phillyraeoides,770.9,2,C3,P12,C3/P12,Shrub,Evergreen,light
1339,Quercus phillyraeoides,404.4,2,C1,P14,C1/P14,Shrub,Evergreen,light
1340,Quercus phillyraeoides,435.6,2,C2,P10,C2/P10,Shrub,Evergreen,light
1341,Quercus phillyraeoides,1120.9,2,C3,P12,C3/P12,Shrub,Evergreen,light
1342,Quercus phillyraeoides,529.4,2,C1,P14,C1/P14,Shrub,Evergreen,light
1343,Quercus phillyraeoides,520.9,2,C3,P12,C3/P12,Shrub,Evergreen,light
1344,Quercus phillyraeoides,845.9,1,C3,P10,C3/P10,Shrub,Evergreen,light
1345,Tutcheria microcarpa,1404.4,1,C1,P14,C1/P14,Shrub,Evergreen,shade
1346,Tutcheria microcarpa,1404.4,1,C1,P12,C1/P12,Shrub,Evergreen,shade
1347,Tutcheria microcarpa,1404.4,1,C1,P12,C1/P12,Shrub,Evergreen,shade
1348,Tutcheria microcarpa,1535.6,1,C2,P10,C2/P10,Shrub,Evergreen,shade
1349,Tutcheria microcarpa,1404.4,1,C1,P14,C1/P14,Shrub,Evergreen,shade
1350,Tutcheria microcarpa,1285.6,1,C2,P12,C2/P12,Shrub,Evergreen,shade
1351,Tutcheria microcarpa,1720.9,1,C3,P12,C3/P12,Shrub,Evergreen,shade
1352,Tutcheria microcarpa,470.9,2,C3,P12,C3/P12,Shrub,Evergreen,shade
1353,Tutcheria microcarpa,1404.4,1,C1,P14,C1/P14,Shrub,Evergreen,shade
1354,Tutcheria microcarpa,354.4,2,C1,P12,C1/P12,Shrub,Evergreen,shade
1355,Tutcheria microcarpa,354.4,2,C1,P12,C1/P12,Shrub,Evergreen,shade
1356,Tutcheria microcarpa,354.4,2,C1,P14,C1/P14,Shrub,Evergreen,shade
1357,Tutcheria microcarpa,645.9,2,C3,P12,C3/P12,Shrub,Evergreen,shade
1358,Tutcheria microcarpa,1404.4,1,C1,P14,C1/P14,Shrub,Evergreen,shade
1359,Tutcheria microcarpa,1535.6,1,C2,P10,C2/P10,Shrub,Evergreen,shade
1360,Tutcheria microcarpa,1285.6,1,C2,P12,C2/P12,Shrub,Evergreen,shade
1361,Tutcheria microcarpa,470.9,2,C3,P14,C3/P14,Shrub,Evergreen,shade
1362,Tutcheria microcarpa,595.9,2,C3,P14,C3/P14,Shrub,Evergreen,shade
1363,Tutcheria microcarpa,1404.4,1,C1,P10,C1/P10,Shrub,Evergreen,shade
1364,Tutcheria microcarpa,1404.4,1,C1,P10,C1/P10,Shrub,Evergreen,shade
1365,Tutcheria microcarpa,595.9,2,C3,P10,C3/P10,Shrub,Evergreen,shade
1366,Tutcheria microcarpa,1745.9,1,C3,P10,C3/P10,Shrub,Evergreen,shade
1367,Tutcheria microcarpa,635.6,2,C2,P12,C2/P12,Shrub,Evergreen,shade
1368,Tutcheria microcarpa,1535.6,1,C2,P10,C2/P10,Shrub,Evergreen,shade
1369,Tutcheria microcarpa,479.4,2,C1,P14,C1/P14,Shrub,Evergreen,shade
1370,Tutcheria microcarpa,595.9,2,C3,P14,C3/P14,Shrub,Evergreen,shade
1371,Tutcheria microcarpa,520.9,2,C3,P12,C3/P12,Shrub,Evergreen,shade
1372,Tutcheria microcarpa,1404.4,1,C1,P12,C1/P12,Shrub,Evergreen,shade
1373,Tutcheria microcarpa,1535.6,1,C2,P10,C2/P10,Shrub,Evergreen,shade
1374,Tutcheria microcarpa,535.6,2,C2,P12,C2/P12,Shrub,Evergreen,shade
1375,Tutcheria microcarpa,404.4,2,C1,P10,C1/P10,Shrub,Evergreen,shade
1376,Tutcheria microcarpa,1404.4,1,C1,P10,C1/P10,Shrub,Evergreen,shade
1377,Tutcheria microcarpa,685.6,2,C2,P12,C2/P12,Shrub,Evergreen,shade
1378,Tutcheria microcarpa,635.6,2,C2,P10,C2/P10,Shrub,Evergreen,shade
1379,Tutcheria microcarpa,1535.6,1,C2,P12,C2/P12,Shrub,Evergreen,shade
1380,Tutcheria microcarpa,595.9,2,C3,P12,C3/P12,Shrub,Evergreen,shade
1381,Tutcheria microcarpa,645.9,2,C3,P10,C3/P10,Shrub,Evergreen,shade
1382,Tutcheria microcarpa,1535.6,1,C2,P14,C2/P14,Shrub,Evergreen,shade
1383,Tutcheria microcarpa,635.6,2,C2,P12,C2/P12,Shrub,Evergreen,shade
1384,Tutcheria microcarpa,404.4,2,C1,P10,C1/P10,Shrub,Evergreen,shade
1385,Tutcheria microcarpa,1404.4,1,C1,P12,C1/P12,Shrub,Evergreen,shade
1386,Tutcheria microcarpa,520.9,2,C3,P14,C3/P14,Shrub,Evergreen,shade
1387,Tutcheria microcarpa,435.6,2,C2,P10,C2/P10,Shrub,Evergreen,shade
1388,Tutcheria microcarpa,1745.9,1,C3,P14,C3/P14,Shrub,Evergreen,shade
1389,Tutcheria microcarpa,810.6,1,C2,P14,C2/P14,Shrub,Evergreen,shade
1390,Tutcheria microcarpa,645.9,2,C3,P10,C3/P10,Shrub,Evergreen,shade
1391,Tutcheria microcarpa,595.9,2,C3,P12,C3/P12,Shrub,Evergreen,shade
1392,Tutcheria microcarpa,595.9,2,C3,P14,C3/P14,Shrub,Evergreen,shade
1393,Tutcheria microcarpa,520.9,2,C3,P10,C3/P10,Shrub,Evergreen,shade
1394,Tutcheria microcarpa,685.6,2,C2,P14,C2/P14,Shrub,Evergreen,shade
1395,Tutcheria microcarpa,635.6,2,C2,P14,C2/P14,Shrub,Evergreen,shade
1396,Tutcheria microcarpa,760.6,2,C2,P14,C2/P14,Shrub,Evergreen,shade
1397,Tutcheria microcarpa,479.4,2,C1,P10,C1/P10,Shrub,Evergreen,shade
1398,Tutcheria microcarpa,595.9,2,C3,P10,C3/P10,Shrub,Evergreen,shade
1399,Photinia parvifelia,595.9,2,C3,P14,C3/P14,Shrub,Deciduous,light
